Percentage Payoff Discovered,Attrition,Attrition Rate
22.405947892730744,494,0.7087517934002869
24.405359664993785,464,0.6695526695526696
23.902364268901653,504,0.6737967914438503
23.679725641885515,503,0.6852861035422343
22.057421057331762,486,0.6768802228412256
27.620645608473133,483,0.679324894514768
20.0208593957107,536,0.7006535947712418
27.78554177107071,467,0.6857562408223201
22.873165395604612,455,0.6730769230769231
27.02128123522247,477,0.6804564907275321
20.011198006259544,472,0.6752503576537912
24.948028824621503,487,0.6927453769559033
27.470360339640003,474,0.6723404255319149
21.611954342218795,505,0.7092696629213483
28.85423256604895,467,0.6614730878186968
20.851701325893686,524,0.6949602122015915
27.81533073124046,488,0.6703296703296703
21.82407940970091,487,0.6830294530154277
27.482508985892146,507,0.6907356948228883
24.706248526759296,480,0.6827880512091038
24.43617142821689,479,0.6671309192200557
23.34571535298658,502,0.6811397557666214
26.228059856980074,457,0.6604046242774566
26.44367103629533,489,0.6877637130801688
26.710298144022644,492,0.6852367688022284
24.095705297615872,493,0.6781292984869326
26.046638531400625,487,0.6878531073446328
24.99231283738341,543,0.67875
28.128028991662045,505,0.6880108991825613
29.216248703931075,506,0.6931506849315069
20.602725893086898,565,0.7414698162729659
25.67700330762191,498,0.6926286509040334
25.547025241905462,516,0.6926174496644295
23.320748301514822,466,0.6714697406340058
24.798649153885115,509,0.6768617021276596
28.10095348893235,467,0.6624113475177305
24.254325817290667,491,0.6915492957746479
24.697203491519517,480,0.6779661016949152
21.7157583824292,510,0.6910569105691057
25.446311443960024,505,0.6908344733242134
30.06937370341753,495,0.6846473029045643
25.743103038158516,498,0.7033898305084746
29.425742949287052,505,0.6975138121546961
24.32182975390115,485,0.6948424068767909
24.71068704673477,496,0.6850828729281768
21.188357749723824,529,0.7139001349527665
24.507787398085263,469,0.67
25.2582675094788,493,0.6924157303370787
29.184945261819774,539,0.7129629629629629
24.6078797039414,480,0.6713286713286714
27.297030556464563,483,0.6625514403292181
23.36818340205301,490,0.6970128022759602
21.56997182884865,501,0.6853625170998632
21.642667116218256,484,0.6740947075208914
23.885801654073923,512,0.6928281461434371
24.250067841458673,518,0.7174515235457064
26.540605875209465,467,0.669054441260745
27.35080040492085,491,0.7004279600570613
25.845256915734645,445,0.6515373352855052
23.848149790294336,484,0.6845827439886846
27.170291700892758,481,0.6793785310734464
26.519394251980472,493,0.6933895921237694
25.312140320392434,494,0.6909090909090909
27.857660015939867,453,0.6701183431952663
29.670191397767944,515,0.7074175824175825
24.319502194931523,505,0.6917808219178082
22.791353283491773,437,0.6621212121212121
21.41858998205703,477,0.6708860759493671
27.73700254864599,484,0.676923076923077
27.489890458782124,540,0.7190412782956058
20.752951018609895,491,0.6744505494505495
28.7754644192059,526,0.6902887139107612
23.077820433007293,472,0.6820809248554913
26.11904981103344,488,0.6834733893557423
25.94787429879797,537,0.7056504599211564
21.261910570829173,471,0.6690340909090909
24.495728534670832,488,0.6951566951566952
25.626529208988792,527,0.6980132450331126
28.411455766825856,466,0.6554149085794655
25.19730511451619,460,0.6715328467153284
17.424592735044854,457,0.6700879765395894
25.561805597666847,495,0.6962025316455697
25.21623572787125,480,0.6779661016949152
22.357801272237683,484,0.6685082872928176
24.28958907063038,481,0.6793785310734464
21.77028824385227,482,0.6935251798561151
18.038003626343823,484,0.6875
30.282154478335283,506,0.695054945054945
28.730207054793112,465,0.6739130434782609
25.31882599542469,462,0.6864784546805349
27.102437000567743,496,0.6888888888888889
25.861550452557445,494,0.700709219858156
19.241686545875734,510,0.7005494505494505
22.116029677945058,497,0.7009873060648801
23.06065166428855,438,0.6517857142857143
20.82836129466234,479,0.6833095577746077
25.39659975181871,449,0.6612665684830633
24.57922380026443,503,0.6976421636615812
22.053089719120596,517,0.693029490616622
24.677836804299037,466,0.6802919708029197
