Percentage Payoff Discovered,Attrition,Attrition Rate
89.41208890089808,222,0.4493927125506073
85.47289458204115,228,0.4672131147540984
80.62734014905075,231,0.4714285714285714
85.64386134685144,276,0.5064220183486239
90.32837003574988,214,0.452431289640592
87.84899518229665,257,0.49806201550387597
88.78989565141946,238,0.4750499001996008
88.2122456718251,260,0.5009633911368016
77.11354685973483,214,0.46021505376344085
79.49519834946857,221,0.46723044397463004
85.99972676603173,217,0.45020746887966806
85.56439178207114,193,0.4232456140350877
85.51028039131069,208,0.44635193133047213
84.14897282123187,202,0.4410480349344978
83.02127469579155,234,0.4895397489539749
92.12498032910689,229,0.4711934156378601
80.51529196641575,228,0.4662576687116564
85.65661625056237,220,0.4602510460251046
85.2722652883005,234,0.46062992125984253
83.60650120749193,188,0.415929203539823
81.48416243143957,205,0.42887029288702927
82.07562982655189,187,0.42596810933940776
82.60191848238448,213,0.4364754098360656
94.33355951619336,233,0.46322067594433397
87.92947841605472,242,0.4859437751004016
93.20376705767521,239,0.46771037181996084
87.55086260922394,246,0.48046875
84.36081608774543,217,0.4492753623188406
91.35379761842182,219,0.4630021141649049
84.71290839285352,222,0.4539877300613497
88.65735022562316,209,0.4514038876889849
82.18799018411582,210,0.4430379746835443
86.7199129496341,235,0.4671968190854871
83.66171467952746,246,0.48046875
89.5739930752969,238,0.4750499001996008
82.96834759503061,220,0.45454545454545453
83.7099237338462,238,0.4808080808080808
82.18104815052398,214,0.4642082429501085
86.90299750914112,237,0.48466257668711654
76.70338086431407,222,0.45962732919254656
82.96536175244093,211,0.4279918864097363
85.78448768520984,217,0.4410569105691057
82.73927592719629,257,0.49233716475095785
81.01286272635022,238,0.468503937007874
84.29869240382124,240,0.47808764940239046
86.1019329451355,251,0.4883268482490272
88.46450887050328,264,0.5028571428571429
91.72597570856557,240,0.47713717693836977
85.69683769712455,198,0.42038216560509556
89.19414898289322,220,0.4480651731160896
82.00287156153402,242,0.47544204322200395
86.23397341058504,224,0.45252525252525255
80.83979142327652,237,0.4778225806451613
77.61215061631374,246,0.4758220502901354
82.66218838374783,221,0.4575569358178054
86.91838897284882,225,0.45090180360721444
81.90877162541813,262,0.4990476190476191
82.80935299427148,247,0.4722753346080306
81.38411166166581,239,0.4742063492063492
91.61638493953951,213,0.451271186440678
84.63693269064659,209,0.4475374732334047
85.87776663583455,218,0.44948453608247424
86.40213226471852,191,0.4360730593607306
83.05621271364942,238,0.46942800788954636
72.07422933848493,200,0.4319654427645788
77.15618640408982,215,0.4460580912863071
82.16200147462796,228,0.4681724845995893
81.72438522095581,233,0.48440748440748443
82.64003974216394,217,0.45208333333333334
83.87431404165712,204,0.4533333333333333
87.7923329707141,225,0.45090180360721444
86.71863276150044,223,0.4505050505050505
81.81646979131926,203,0.4461538461538462
88.95147332457,224,0.45252525252525255
84.51828914740736,220,0.45081967213114754
81.21504332648072,249,0.4853801169590643
83.44659122526022,271,0.5084427767354597
91.79141873635577,222,0.4457831325301205
84.64758320661512,226,0.4621676891615542
80.61422419917515,230,0.4811715481171548
87.5928384369178,249,0.48255813953488375
85.10468360200598,250,0.4807692307692308
76.02370752855758,210,0.45751633986928103
72.89069429078442,229,0.4663951120162933
79.0754206857518,250,0.4780114722753346
82.20794297944235,220,0.45454545454545453
77.45711230454727,196,0.4298245614035088
89.42631238182307,243,0.4831013916500994
85.75010072811534,236,0.46732673267326735
81.19349872671515,208,0.4425531914893617
84.248465421418,211,0.4470338983050847
86.20199550417237,179,0.4211764705882353
94.23901639297458,223,0.46361746361746364
88.87073743898969,215,0.4613733905579399
89.0625808464909,207,0.4490238611713666
80.11624463668436,246,0.484251968503937
79.5168308376171,211,0.44608879492600423
82.92900513405434,242,0.47265625
85.51066392821092,201,0.430406852248394
80.24168302564247,247,0.4786821705426357
