Experiment,Time Step,Raw Payoff
2,48,0.0002965873877656122
2,49,3.211658759028069e-05
2,50,3.95611582462152e-05
3,1,327.7723172107509
3,2,229.36329944739919
3,3,269.48489586679625
3,4,121.80678931515172
3,5,134.37256884545275
3,6,76.0423014870862
3,7,61.35387964160145
3,8,49.93660013828389
3,9,27.985541005087043
3,10,25.056425308188636
3,11,13.822386647746953
3,12,39.676177957155005
3,13,14.372767084156521
3,14,10.09269253739285
3,15,5.013359569310069
3,16,22.0719320418998
3,17,1.8322721754027498
3,18,2.352026439630663
3,19,5.588904925396491
3,20,2.0138617786276427
3,21,1.2793802086152937
3,22,2.2472079389190185
3,23,1.3101203890944362
3,24,0.7704057027585804
3,25,0.16074748635901415
3,26,0.6214226015285931
3,27,0.03723270100249465
3,28,0.08228689674615453
3,29,0.06393236861595142
3,30,0.02940425170072558
3,31,0.01296938136033532
3,32,0.09264817781081547
3,33,0.07310262173905357
3,34,0.007061328096824582
3,35,0.053523918569226225
3,36,0.04977744450297905
3,37,0.028786554516500473
3,38,0.04734568859907995
3,39,0.003622791924044577
3,40,0.006000530686833372
3,41,0.0008352532447588601
3,42,0.003464432376631521
3,43,0.007074283832707806
3,44,0.00017504226730125083
3,45,5.8319527397543425e-05
3,46,3.9673190485700616e-05
3,47,2.1773946855319082e-05
3,48,3.891407027367677e-05
3,49,0.00013681529094355938
3,50,2.534242844376422e-05
4,1,340.3665140088037
4,2,321.17486091397615
4,3,217.5044691705849
4,4,128.3975051736851
4,5,116.33280961892342
4,6,69.50990496049599
4,7,81.94625876267901
4,8,82.90731042314746
4,9,49.10719240114895
4,10,38.19179778390867
4,11,52.28570540744181
4,12,13.105902514011632
4,13,28.18671662496581
4,14,6.605750198876194
4,15,5.7575211075889
4,16,7.9881866966209145
4,17,2.301587859244364
4,18,1.113223906146004
4,19,2.977602667821884
4,20,1.1520903402072236
4,21,1.1199691664303373
4,22,1.6285215339275965
4,23,0.3929353820085453
4,24,0.5209383136921133
4,25,1.918403665973301
4,26,0.2882219654807159
4,27,0.02953748070126494
4,28,0.4561686463537171
4,29,0.7449138640952242
4,30,0.4307716153327874
4,31,0.08724093396017452
4,32,0.12400411569728931
4,33,0.10078467860307683
4,34,0.047333934487369334
4,35,0.022417137875208937
4,36,0.005714554273708927
4,37,0.02296327193266734
4,38,0.009738416174059239
4,39,0.004501427472177966
4,40,0.020891116596430948
4,41,0.015626592507942405
4,42,0.016453111859846103
4,43,0.031883009492048586
4,44,0.0009018966250096128
4,45,0.016487208641592588
4,46,0.001496348681712334
4,47,0.00011761477730942715
4,48,0.02390801198043846
4,49,0.0004430823555594543
4,50,2.0341018853287096e-05
5,1,379.0006444920188
5,2,273.2393575395343
5,3,167.16333598304368
5,4,135.43267101606295
5,5,49.7185531940911
5,6,88.46783277111115
5,7,61.82445725418961
5,8,62.37866489312523
5,9,13.514701653718248
5,10,58.75623873371501
5,11,21.938498647455162
5,12,15.099679834001108
5,13,7.894505418033532
5,14,8.472514961416437
5,15,14.41454748312708
5,16,33.79836827182271
5,17,2.05221072263771
5,18,0.6993802843414869
5,19,1.2945402909297172
5,20,3.412501477030446
5,21,1.1035579693241289
5,22,0.4772447977327374
5,23,0.9507956996808389
5,24,0.18211820263900336
5,25,0.10144447346010566
5,26,0.20133511144399563
5,27,0.4272554173919616
5,28,0.014914455002781324
5,29,0.13815447760885036
5,30,0.2889873644644467
5,31,0.009442400996476863
5,32,0.06568732107416508
5,33,0.005923720975260949
5,34,0.007465456962336248
5,35,0.00735995013064894
5,36,0.0015481847169667162
5,37,0.12550405344904902
5,38,0.15050827307686632
5,39,0.022087037068558857
5,40,6.148418833618052e-05
5,41,0.0004297722864521347
5,42,0.01347877628813876
5,43,0.0001142120727308793
5,44,7.800638582011743e-05
5,45,0.07258177624066775
5,46,0.007260996367449479
5,47,9.695664402897819e-06
5,48,0.04100519890175747
5,49,0.006559495552437511
5,50,0.00018399323948870006
6,1,307.0167557922688
6,2,236.25884475851342
6,3,192.79577251299133
6,4,87.45603119131738
6,5,141.6794545456437
6,6,126.53751345988098
6,7,109.6312954243599
6,8,72.25829910096809
6,9,48.36443115115844
6,10,25.285741046750672
6,11,9.216920773902984
6,12,22.026060077872216
6,13,11.79245770046532
6,14,12.596215497666435
6,15,6.344216740143338
6,16,4.209687902798578
6,17,3.9980856226297874
6,18,1.4441209667074872
6,19,9.129619683849342
6,20,2.1458112713928585
6,21,0.22933479322864514
6,22,3.6694214528781686
6,23,0.21715204811130207
6,24,3.2903350126573514
6,25,1.1318625798921857
6,26,0.07911613442797716
6,27,0.3580097578205823
6,28,0.42765701796042777
6,29,0.009070980520618832
6,30,0.15492863566146298
6,31,0.012168945028861344
6,32,0.11142949673239855
6,33,0.08037131620085347
6,34,0.018762132290021327
6,35,0.002874293914601367
6,36,0.001433902825738187
6,37,0.001793346370504878
6,38,0.0031564299974888854
6,39,0.004946978575389949
6,40,0.0027224930190641317
6,41,0.0018713718452545436
6,42,0.0003102784987731866
6,43,0.00012234600080773816
6,44,0.0007030225140169932
6,45,7.237928821268724e-05
6,46,0.0012638205564599048
6,47,0.0008229455381751904
6,48,0.00015278573050636624
6,49,0.0001605054321771604
6,50,0.0004559988817618432
7,1,225.7831843749589
7,2,260.47994767963144
7,3,200.5655578151007
7,4,117.52915374570273
7,5,153.6243972820006
7,6,50.76742594098096
7,7,66.80985776697412
7,8,105.63989620206212
7,9,29.257083001688216
7,10,42.62356269740826
7,11,34.23195593623609
7,12,19.830144583270794
7,13,32.49905132984145
7,14,8.724949798169064
7,15,19.05586170429433
7,16,4.390091944848791
7,17,5.484143630310655
7,18,1.821157318815949
7,19,0.9542666339671086
7,20,2.1404601259307583
7,21,1.2247235823283518
7,22,0.3792330169303568
7,23,1.8712069918726684
7,24,0.6991408773726562
7,25,0.8802528630562847
7,26,1.1417784323834894
7,27,1.4441701242578802
7,28,1.2416850137622077
7,29,0.04958573434032587
7,30,0.061878992231413577
7,31,0.43663722883866285
7,32,0.13425368843309116
7,33,0.016729416476209735
7,34,0.026540872491068512
7,35,0.0948049429459843
7,36,0.02070363704206102
7,37,0.014232764678808962
7,38,0.004951393817236749
7,39,0.000844476015345208
7,40,0.008781413275983141
7,41,0.0001791382342162251
7,42,0.00010603236160022789
7,43,0.00010047717933048261
7,44,0.007550187892320537
7,45,0.0006171177997202903
7,46,0.012919675035163891
7,47,0.007906437520659892
7,48,0.00016891595578272245
7,49,9.87241855909815e-06
7,50,0.001122783248547421
8,1,285.53270818933106
8,2,198.9795780019545
8,3,133.3506691437571
8,4,170.93953738007826
8,5,170.79865480990225
8,6,131.96574047637137
8,7,162.5135666743447
8,8,49.8275089750955
8,9,35.925116287516175
8,10,21.287721737409356
8,11,38.910513737181645
8,12,17.77123111749256
8,13,7.748262367099187
8,14,7.807290683995689
8,15,7.350825704577346
8,16,12.0957594973288
8,17,3.7590230136424907
8,18,2.87236112997698
8,19,0.9620149107847737
8,20,1.0669905489064604
8,21,2.6727799749130554
8,22,5.48203652855068
8,23,2.1551061184782156
8,24,0.07342324243700205
8,25,0.6289578056550909
8,26,0.43674013063059647
8,27,0.16263412151965895
8,28,0.3242417916735576
8,29,0.12112831196759544
8,30,0.0509411364657808
8,31,0.013198162300795957
8,32,0.07259296500501478
8,33,0.037930844028778665
8,34,0.13987340249536828
8,35,0.007717490969298524
8,36,0.0644046061283916
8,37,0.012380039278468757
8,38,0.022869241051921563
8,39,0.02235135953696954
8,40,0.0016455557131394016
8,41,0.003594798103449648
8,42,0.02700476370546312
8,43,0.0003433629117353121
8,44,0.00023402088822876976
8,45,6.535028933285503e-05
8,46,9.172906243293255e-05
8,47,5.2188618155923905e-06
8,48,0.00022727298755853553
8,49,0.00025545567018525617
8,50,6.046178214091924e-06
9,1,337.6498013745466
9,2,237.71962128178285
9,3,140.19135621276382
9,4,138.90179665182836
9,5,141.88397578783338
9,6,107.14106268157832
9,7,117.46710351296429
9,8,94.1490213591103
9,9,52.10350971416119
9,10,44.135686488102465
9,11,37.04265054460075
9,12,9.105775435902387
9,13,22.118772308363987
9,14,17.11898727114567
9,15,6.492800233763774
9,16,5.743003906160311
9,17,12.293867697575934
9,18,17.27193448856815
9,19,0.407804096361815
9,20,1.8854925731127423
9,21,0.7469551312540261
9,22,1.0502098832732827
9,23,2.5990222858665675
9,24,0.39444560242259286
9,25,0.5763086279291656
9,26,0.6028105018810948
9,27,0.27984603164895816
9,28,0.17873449496050853
9,29,0.12026288444894817
9,30,0.4333094149956196
9,31,0.022344092290722983
9,32,0.045626321127883784
9,33,0.019408878844160427
9,34,0.014680145921374788
9,35,0.006291587339774196
9,36,0.0029365888906340842
9,37,0.033960776024969164
9,38,0.038887142889052484
9,39,0.002547686383650216
9,40,0.0017523091562452464
9,41,0.00020830104176638997
9,42,0.0008013991896405059
9,43,0.001695867111266125
9,44,0.0004236495722125255
9,45,8.98369482911221e-05
9,46,0.0009345474254587316
9,47,0.000534838959993067
9,48,0.00010455084043314855
9,49,1.5708790215285262e-06
9,50,9.26365921714023e-05
10,1,368.794726989537
10,2,166.99695558496785
10,3,168.0221646684928
10,4,171.79460771017636
10,5,95.47613067863995
10,6,63.46647159966892
10,7,38.43773721596631
10,8,48.47024672090561
10,9,53.83425405021035
10,10,28.70483679954623
10,11,37.69094595373781
10,12,35.71705903080442
10,13,11.635935772235825
10,14,8.739873514469082
10,15,3.1173662504641015
10,16,5.250068463365551
10,17,1.5776724931833996
10,18,2.232886563874672
10,19,0.7257897640558895
10,20,0.11455989319915716
10,21,0.920483949329082
10,22,0.4023227344641782
10,23,1.234541058779996
10,24,0.3931792083021719
10,25,0.5638638359446304
10,26,0.5013075935885354
10,27,0.6819669663791501
10,28,1.0412347623134792
10,29,0.43205320369293077
10,30,0.23963668273177063
10,31,0.5739492945926941
10,32,0.13517967048164792
10,33,0.0336785618144404
10,34,0.009129850165436437
10,35,0.0008572241686124471
10,36,0.0153735927285652
10,37,0.009434755965003205
10,38,0.0018075417690397444
10,39,0.00037301697489056096
10,40,0.004309604291847791
10,41,0.0005745512273733766
10,42,0.0014378337439211464
10,43,0.0014083365297210548
10,44,9.404939464729978e-05
10,45,0.00113791790772666
10,46,4.368054942460731e-05
10,47,0.00013142061220605683
10,48,9.56918233896431e-06
10,49,4.622704591383808e-05
10,50,3.933310722459282e-05
11,1,309.93798589842146
11,2,270.0476011132145
11,3,287.33042466357176
11,4,130.63545513961674
11,5,130.62858450508816
11,6,98.11747548519338
11,7,74.89887976056684
11,8,53.28176397872312
11,9,45.407687139776726
11,10,56.692029805368065
11,11,16.441240783509556
11,12,27.93429426393277
11,13,16.518438494369093
11,14,22.646165856338257
11,15,3.522984582808249
11,16,3.098320442692966
11,17,3.4124637097970663
11,18,2.507216870819093
11,19,1.6000570878884446
11,20,0.4919634827581376
11,21,0.2966616702215106
11,22,0.29622058402151197
11,23,1.1454866013607443
11,24,0.16892529032747916
11,25,0.3523628939558421
11,26,0.10805040154355083
11,27,0.9321624253955179
11,28,0.00856032392130146
11,29,0.6240358416505387
11,30,0.009307422472602411
11,31,0.002837004460616299
11,32,0.5420041435136227
11,33,0.11868258129538845
11,34,0.01699650291607213
11,35,0.0024077423379367247
11,36,0.017025442481099162
11,37,0.030038142997227624
11,38,0.004693789347129496
11,39,0.0010145665055460995
11,40,0.1521352276752168
11,41,0.0024505846847659996
11,42,0.0009611558152755606
11,43,0.0004783883414347656
11,44,0.0018644670926732942
11,45,0.006304675427145412
11,46,0.0006505336868940503
11,47,0.00011124043385279947
11,48,0.003448851903613104
11,49,1.336093851023179e-05
11,50,2.315121196261316e-05
12,1,405.87159362323354
12,2,246.03763125399104
12,3,189.3101385955407
12,4,155.8993331691072
12,5,100.25368669537852
12,6,105.49678046209874
12,7,51.06480268160567
12,8,43.37695209370031
12,9,41.11506766898515
12,10,26.375669173380174
12,11,31.617111009458768
12,12,19.52426931210175
12,13,14.277904148975267
12,14,5.357894180902576
12,15,9.615047447050756
12,16,2.128633439371697
12,17,10.281592108575296
12,18,5.630852114036998
12,19,5.997157964869984
12,20,5.813412496561341
12,21,5.761398576182046
12,22,1.8025250598195726
12,23,0.3092670974124303
12,24,0.1248844362348791
12,25,2.0725923797388077
12,26,0.601522686336466
12,27,1.552438357427718
12,28,0.06291614182941885
12,29,0.052437548646139476
12,30,0.16030139205986416
12,31,0.061496989806755664
12,32,0.07102496537754632
12,33,0.008474760999888531
12,34,0.053118764936698426
12,35,0.009961980127627612
12,36,0.055202731027748086
12,37,0.0065540112893813784
12,38,0.010341916073684843
12,39,0.008723324644506647
12,40,0.07216664807924644
12,41,0.04826508574933541
12,42,0.02384385164350533
12,43,0.023264275896963227
12,44,8.876870992935437e-05
12,45,0.00022516988269671856
12,46,0.0005100125531498634
12,47,0.00015256994356604991
12,48,0.0006172631130993977
12,49,9.481784218223765e-06
12,50,9.24147366276884e-06
13,1,295.4045160747623
13,2,256.44529503324344
13,3,287.68438900575234
13,4,136.3123083660887
13,5,119.61992873155714
13,6,68.9025041822556
13,7,81.65137669416208
13,8,63.494290424529254
13,9,27.646982278999076
13,10,24.48900115613924
13,11,35.17200371694162
13,12,39.00920690536691
13,13,12.497469548704203
13,14,14.088898006504905
13,15,9.14429864792487
13,16,5.286198554523708
13,17,12.217388139253671
13,18,1.5874067497215947
13,19,6.661691446563509
13,20,2.5513032324217875
13,21,10.842258816380763
13,22,3.1570456510407894
13,23,2.6883872060948306
13,24,2.2791330160084726
13,25,0.862257602687805
13,26,0.7517455552410865
13,27,0.5448489131690621
13,28,0.2791857249376335
13,29,0.15615603303331227
13,30,0.07122847829259626
13,31,0.0812109454845995
13,32,0.005414646068629736
13,33,0.07954571347272577
13,34,0.010930475886652857
13,35,0.02587435213831668
13,36,0.0035174741817627364
13,37,0.20694214401737554
13,38,0.0418872914849544
13,39,0.0004889675478807476
13,40,0.0028806271677694895
13,41,0.00044238653072170564
13,42,0.0005187542210478568
13,43,0.00018867220637730497
13,44,0.00041666715651444974
13,45,0.0026333604760111484
13,46,0.012834378991328776
13,47,4.781277039000997e-05
13,48,2.919897269748617e-05
13,49,0.02053194525319668
13,50,8.871464774529159e-05
14,1,305.52802373477743
14,2,246.0835844127812
14,3,201.06560905700314
14,4,187.52000477935383
14,5,123.77546629136054
14,6,89.94793356555488
14,7,39.84118505145034
14,8,52.96592564675757
14,9,35.35285647478236
14,10,24.994619605464777
14,11,40.1843475038404
14,12,8.993287825827338
14,13,15.180874813008586
14,14,23.582256604850045
14,15,16.362768677959366
14,16,16.188792569216048
14,17,12.032831030452371
14,18,1.0420164385475346
14,19,1.5724869383200257
14,20,7.140822924724944
14,21,4.261088033637634
14,22,1.384307648614822
14,23,0.9559252107783323
14,24,0.2165335044692256
14,25,0.7478693277053026
14,26,0.4716878609424384
14,27,0.5198466934384669
14,28,0.17120307107211374
14,29,0.004428818057021999
14,30,0.026897709197100994
14,31,0.26279071028375256
14,32,0.1445765775313248
14,33,0.0038521978669905366
14,34,0.24208124186088753
14,35,0.005712018183885448
14,36,0.005019637505711216
14,37,0.0015880774105880846
14,38,0.003884307544922194
14,39,0.16367907297876627
14,40,0.002712379666945708
14,41,0.026730786305506626
14,42,0.0006636824168708699
14,43,0.005247729877964957
14,44,0.00184512631153666
14,45,0.0001490247539095435
14,46,0.00033762199427656014
14,47,0.00021021351153649448
14,48,0.0016576962027556874
14,49,0.0057307168412989995
14,50,0.0006951078482870798
15,1,370.8756205388719
15,2,179.971507552111
15,3,298.33022091238956
15,4,169.5411916493058
15,5,106.40875127290406
15,6,93.56867936119829
15,7,41.04854589568845
15,8,36.85763706398802
15,9,34.05116345374563
15,10,31.47699499023861
15,11,16.46421677282183
15,12,6.347785308552147
15,13,7.762706897475027
15,14,12.544653599469257
15,15,6.216060696565137
15,16,2.051859978900211
15,17,3.8181961232983213
15,18,3.188903191406098
15,19,6.643304802531247
15,20,2.3114051058528275
15,21,1.4788314881575388
15,22,0.11545271871318619
15,23,0.21886095760669377
15,24,0.17025643062652307
15,25,0.23312192053185754
15,26,0.05285592854534116
15,27,0.11527909363530853
15,28,0.12371401486029754
15,29,0.7083673013808038
15,30,0.06731403525623136
15,31,0.0467462066326334
15,32,0.004739237682315434
15,33,0.14635311102119886
15,34,0.01611738487895309
15,35,0.005408076474395784
15,36,0.002924288478197923
15,37,0.0003722744111200882
15,38,0.007167902781475277
15,39,0.00014900562860020727
15,40,0.0023142256363826164
15,41,0.00016418879999946512
15,42,0.001427947794127249
15,43,8.649564551888034e-05
15,44,0.001555095385583627
15,45,0.00037667329706891906
15,46,0.00023091104753802938
15,47,0.00024991533632601204
15,48,0.00012981727672922716
15,49,1.3660328477271833e-06
15,50,3.0488790798699483e-06
16,1,265.661181540855
16,2,293.63749403686376
16,3,222.44237458059615
16,4,102.38296580996314
16,5,86.95784580644863
16,6,99.79655940071723
16,7,77.71915388243178
16,8,67.8078574239612
16,9,36.28540313313101
16,10,44.507119823736275
16,11,19.32437426670367
16,12,15.538847140499684
16,13,16.803073849659086
16,14,5.411801905671155
16,15,9.503517674303112
16,16,2.5892054805226508
16,17,5.0892889223073325
16,18,8.620376435821527
16,19,5.321295608852324
16,20,0.6665657813687176
16,21,1.109452038057725
16,22,1.8190194163062188
16,23,2.90687719747325
16,24,0.4059719421036334
16,25,0.10716231029618939
16,26,2.174789487805583
16,27,0.20719069332562867
16,28,0.3098915472457975
16,29,0.628120499360648
16,30,0.11691953208537598
16,31,0.04180252037303944
16,32,0.005555831113042586
16,33,0.04743008869127152
16,34,0.0492573415001516
16,35,0.0012376652296097745
16,36,0.27868892675724055
16,37,0.3303740493402074
16,38,0.0008008811369109026
16,39,0.3700370664316779
16,40,0.003858468636735779
16,41,0.00129914658987218
16,42,0.00032245615375359193
16,43,0.014979965746988455
16,44,0.0001680638204106799
16,45,0.00030511614659189945
16,46,1.4943714177206857e-05
16,47,2.6208667122773477e-05
16,48,0.001685106436298156
16,49,4.038584734189499e-05
16,50,0.0002379302011377149
17,1,335.7500246075141
17,2,214.3537504019631
17,3,212.8782808928744
17,4,108.50618877561374
17,5,104.1022253386426
17,6,94.52908029930632
17,7,85.87210316544088
17,8,104.9933987900854
17,9,27.9900364993548
17,10,18.573658905103912
17,11,11.435194387814136
17,12,6.5338649860611895
17,13,31.846632420593778
17,14,16.31158402855658
17,15,10.407195172842194
17,16,6.822312472668045
17,17,12.45798136684789
17,18,4.299175444263938
17,19,1.8654071412788653
17,20,4.70354360424426
17,21,2.623608725460599
17,22,1.0218303786355136
17,23,1.7614994353830298
17,24,0.15299201274979168
17,25,0.1385371817120813
17,26,0.16852762445410008
17,27,2.1507375566029623
17,28,0.9197252998121712
17,29,0.02951709987837603
17,30,0.009411140701331533
17,31,0.04435561615559891
17,32,0.755729778819159
17,33,0.5235428020018844
17,34,0.08851582277293346
17,35,0.007448496158986018
17,36,0.002585631920283049
17,37,0.0007570899654183449
17,38,0.00035967619533039397
17,39,0.004037962688244079
17,40,0.038215765400991586
17,41,0.00013618380467050883
17,42,0.0018541921119776816
17,43,7.221402893264894e-05
17,44,0.217749696915007
17,45,8.485330772600719e-05
17,46,0.03821355185891662
17,47,0.015865809478100346
17,48,0.023734486527018817
17,49,0.02733439430699036
17,50,0.0003395870432996162
18,1,301.25592925358325
18,2,247.50823302155862
18,3,167.23751342707158
18,4,130.02885858819025
18,5,176.25376444037886
18,6,107.67814271508257
18,7,71.93732157560248
18,8,43.53905342250664
18,9,11.495120901114433
18,10,16.195839620595734
18,11,43.545955514135585
18,12,38.00194830859914
18,13,28.423335306222043
18,14,9.803671311589596
18,15,17.224490160117057
18,16,6.150303489053385
18,17,11.471282205816578
18,18,2.4669876614836994
18,19,4.0819279674481095
18,20,1.7529016859177773
18,21,0.6392768688604065
18,22,2.067254667997304
18,23,4.133076644512812
18,24,0.09637049202297021
18,25,0.11154929261078905
18,26,0.22998597103287466
18,27,0.028691262061329326
18,28,0.13026301364334358
18,29,0.2807057275067564
18,30,0.0697861703692979
18,31,0.04364822826528325
18,32,0.025388206390744017
18,33,0.004143185027032814
18,34,0.03753787228333749
18,35,0.014014391154432815
18,36,0.002342073716363302
18,37,0.01872789107233075
18,38,0.0012650944734104996
18,39,0.0011384817635189393
18,40,0.0008363656581877876
18,41,0.0076926264059693494
18,42,8.052025305005373e-05
18,43,0.0001066360939603328
18,44,0.0009515416804788401
18,45,0.00020617448649318248
18,46,1.1805992471636273e-05
18,47,0.0007772849389766634
18,48,0.000773868801388744
18,49,0.00021227316642580263
18,50,5.936424577157595e-05
19,1,308.1456626510205
19,2,192.35824242263493
19,3,191.02870919174603
19,4,115.14044627800536
19,5,82.6212136094938
19,6,74.27976447671676
19,7,66.39474884677463
19,8,40.54852944087179
19,9,40.22599091244251
19,10,16.882123027202624
19,11,15.905849148175776
19,12,26.128509414000973
19,13,13.84699787745808
19,14,5.219781499621831
19,15,9.528206830031422
19,16,2.0148825872990983
19,17,18.154946646692224
19,18,3.1121772036831317
19,19,1.6638967782764666
19,20,3.2031508081647644
19,21,2.807324995600311
19,22,2.798023384556245
19,23,0.3060910424987924
19,24,0.331900411088327
19,25,0.6731835904367927
19,26,1.524651369261619
19,27,0.04098807744185251
19,28,0.16951536081796803
19,29,0.2701209012666368
19,30,0.1394855997320974
19,31,0.04097474875129592
19,32,0.13306221280959107
19,33,0.004866547091751272
19,34,0.11538193949286324
19,35,0.013636687496500599
19,36,0.007143197203276941
19,37,0.0038813164114799292
19,38,0.030898801913508578
19,39,0.07899066705408586
19,40,0.0016054083193921542
19,41,0.0007468020598935254
19,42,0.014410225010351496
19,43,0.03853740001022743
19,44,0.0012038267877869657
19,45,0.0007789993078404223
19,46,0.03598386085036509
19,47,0.005784468236242901
19,48,0.005701869117501701
19,49,0.0010878881732878654
19,50,5.4225314443101524e-05
20,1,332.17398866838124
20,2,235.27618266344024
20,3,156.63395682215514
20,4,107.77744687947325
20,5,159.49527508463132
20,6,96.42996059757343
20,7,85.78044638264237
20,8,57.35044165724571
20,9,58.151160740737396
20,10,18.742135151873526
20,11,16.749780060626108
20,12,14.046480247419595
20,13,20.042873809976072
20,14,10.451694015634985
20,15,26.26982703994463
20,16,11.353273155315037
20,17,3.2894509437840043
20,18,3.7210520629837447
20,19,12.897636529019792
20,20,1.0092273821046547
20,21,7.129234335831825
20,22,2.610734217650588
20,23,0.8014638647209722
20,24,0.6296225371972923
20,25,0.1183290333901823
20,26,1.035058081883335
20,27,0.7759815198467095
20,28,0.07910634488143842
20,29,0.06798113361719516
20,30,0.06938219700396075
20,31,0.15472686691123272
20,32,0.1720063881623446
20,33,0.009296367134083994
20,34,0.6300964986874078
20,35,0.006994102136559377
20,36,0.007858821321860887
20,37,0.006525895991899233
20,38,0.03153861910004707
20,39,0.004934330943115128
20,40,0.0055984916093620996
20,41,0.0012480881096053054
20,42,0.003446541674065884
20,43,0.0005201645635679597
20,44,0.00021307024735506275
20,45,0.0013906871452036285
20,46,5.6894012459451915e-05
20,47,0.0024457096349124186
20,48,7.406811005239433e-05
20,49,0.0009012496061586717
20,50,0.00023986714063539694
21,1,233.90829148929782
21,2,199.2061278095348
21,3,203.41542302620502
21,4,200.0730841060306
21,5,113.37567333988386
21,6,67.97386963516828
21,7,92.27605366100374
21,8,56.3034428316314
21,9,47.572647292972306
21,10,32.661956371051474
21,11,9.718144082560912
21,12,41.129280014876485
21,13,9.735400414477681
21,14,8.554209182144405
21,15,5.753934183397405
21,16,2.2044947660799608
21,17,2.0364054165536345
21,18,3.55554389538338
21,19,0.5200361227034591
21,20,4.571322576221064
21,21,2.1453522273945964
21,22,0.6199661664754785
21,23,0.28444851684207606
21,24,0.5114580244371609
21,25,1.3945507188389001
21,26,0.6180763694126199
21,27,0.35149872168085494
21,28,0.03747769395613432
21,29,0.04548399129862446
21,30,0.2033794424662574
21,31,0.016315868960646185
21,32,0.030087617810977463
21,33,0.020987006926588947
21,34,0.13081008738026867
21,35,0.009295251420098793
21,36,0.007846905584983688
21,37,0.010067177308883402
21,38,0.0022680600518469873
21,39,0.004065523198050869
21,40,0.0016601825338966592
21,41,0.000831549894201089
21,42,0.00012308823784223932
21,43,0.0027988089620976098
21,44,0.0011997585056633397
21,45,7.226255934256187e-05
21,46,0.0027811722436581476
21,47,0.001094719649245235
21,48,0.00043960654102193075
21,49,1.2052839338139165e-05
21,50,3.2362417641707e-05
22,1,367.66781524222307
22,2,291.9408888009952
22,3,231.09982197300758
22,4,169.64969516055828
22,5,122.07179756018922
22,6,84.21189105548456
22,7,38.57562645747862
22,8,65.7669464074911
22,9,36.68255377033438
22,10,47.624588103172755
22,11,27.41433074419183
22,12,20.122291117876557
22,13,12.416436397998496
22,14,13.413280699836605
22,15,5.94083631858598
22,16,12.226718118594135
22,17,5.779106111554711
22,18,4.466697580106711
22,19,0.887047003921225
22,20,2.5824590582144538
22,21,1.1000626222128176
22,22,1.8479382802393047
22,23,0.2540416812264539
22,24,0.9982383382246098
22,25,0.589165814546277
22,26,0.21481767872751334
22,27,0.7326292564036976
22,28,0.18820318110920198
22,29,0.00846072446324797
22,30,0.11436998170438528
22,31,0.19098892857005012
22,32,0.10150580238155271
22,33,0.8443766742570915
22,34,0.013082725859703714
22,35,0.5105982675017913
22,36,0.004773699417683019
