Experiment,Time Step,Input String,Uniform Entropy,Board Entropy,Herding
1,46,,6.643856189774724,5.228758439731456,0.21299343477981736
1,47,,6.643856189774724,5.038562939644917,0.24162071006299712
1,48,,6.643856189774724,5.2136606896881865,0.21526587259484797
1,49,,6.643856189774724,5.203856189774725,0.21674159687806638
1,50,,6.643856189774724,5.133660689688187,0.22730707242140713
2,1,,6.643856189774724,5.323856189774726,0.19867979713822737
2,2,,6.643856189774724,5.323856189774725,0.19867979713822748
2,3,,6.643856189774724,5.188758439731457,0.21901403469309688
2,4,,6.643856189774724,5.483856189774726,0.17459739748510883
2,5,,6.643856189774724,5.083856189774726,0.23480339661790517
2,6,,6.643856189774724,4.983465189601647,0.24991374779130748
2,7,,6.643856189774724,5.148758439731457,0.2250346346063764
2,8,,6.643856189774724,5.163856189774727,0.2227621967913458
2,9,,6.643856189774724,5.228758439731456,0.21299343477981736
2,10,,6.643856189774724,5.028758439731456,0.24309643434621542
2,11,,6.643856189774724,5.118562939644918,0.22957951023643763
2,12,,6.643856189774724,5.188758439731455,0.2190140346930971
2,13,,6.643856189774724,5.363856189774725,0.19265919722494784
2,14,,6.643856189774724,5.078562939644917,0.2356001101497175
2,15,,6.643856189774724,5.403856189774727,0.186638597311668
2,16,,6.643856189774724,5.443856189774726,0.18061799739838846
2,17,,6.643856189774724,5.188758439731457,0.21901403469309688
2,18,,6.643856189774724,5.173660689688187,0.2212864725081275
2,19,,6.643856189774724,5.213660689688186,0.21526587259484808
2,20,,6.643856189774724,5.243856189774725,0.21072099696478674
2,21,,6.643856189774724,5.158562939644919,0.2235589103231579
2,22,,6.643856189774724,5.173660689688188,0.22128647250812727
2,23,,6.643856189774724,5.1087584397314565,0.23105523451965615
2,24,,6.643856189774724,5.228758439731456,0.21299343477981736
2,25,,6.643856189774724,5.283856189774725,0.2047003970515071
2,26,,6.643856189774724,5.243856189774725,0.21072099696478674
2,27,,6.643856189774724,5.093660689688186,0.23332767233468688
2,28,,6.643856189774724,5.188758439731457,0.21901403469309688
2,29,,6.643856189774724,5.308758439731456,0.2009522349532581
2,30,,6.643856189774724,5.1487584397314565,0.22503463460637652
2,31,,6.643856189774724,5.078562939644918,0.23560011014971727
2,32,,6.643856189774724,5.283856189774725,0.2047003970515071
2,33,,6.643856189774724,5.268758439731456,0.20697283486653772
2,34,,6.643856189774724,5.1487584397314565,0.22503463460637652
2,35,,6.643856189774724,5.228758439731456,0.21299343477981736
2,36,,6.643856189774724,5.363856189774727,0.19265919722494762
2,37,,6.643856189774724,5.1487584397314565,0.22503463460637652
2,38,,6.643856189774724,5.1887584397314575,0.21901403469309677
2,39,,6.643856189774724,5.243856189774725,0.21072099696478674
2,40,,6.643856189774724,5.243856189774725,0.21072099696478674
2,41,,6.643856189774724,5.203856189774725,0.21674159687806638
2,42,,6.643856189774724,5.323856189774726,0.19867979713822737
2,43,,6.643856189774724,5.268758439731456,0.20697283486653772
2,44,,6.643856189774724,5.268758439731456,0.20697283486653772
2,45,,6.643856189774724,5.1887584397314575,0.21901403469309677
2,46,,6.643856189774724,5.228758439731456,0.21299343477981736
2,47,,6.643856189774724,5.038562939644918,0.2416207100629969
2,48,,6.643856189774724,5.268758439731456,0.20697283486653772
2,49,,6.643856189774724,5.188758439731457,0.21901403469309688
2,50,,6.643856189774724,5.243856189774725,0.21072099696478674
3,1,,6.643856189774724,5.1736606896881865,0.2212864725081276
3,2,,6.643856189774724,5.308758439731455,0.2009522349532582
3,3,,6.643856189774724,5.308758439731457,0.20095223495325798
3,4,,6.643856189774724,5.148758439731457,0.2250346346063764
3,5,,6.643856189774724,5.228758439731456,0.21299343477981736
3,6,,6.643856189774724,5.203856189774727,0.21674159687806616
3,7,,6.643856189774724,5.173660689688188,0.22128647250812727
3,8,,6.643856189774724,5.1887584397314575,0.21901403469309677
3,9,,6.643856189774724,5.228758439731456,0.21299343477981736
3,10,,6.643856189774724,5.243856189774725,0.21072099696478674
3,11,,6.643856189774724,5.203856189774727,0.21674159687806616
3,12,,6.643856189774724,5.283856189774725,0.2047003970515071
3,13,,6.643856189774724,5.348758439731457,0.19493163503997835
3,14,,6.643856189774724,5.363856189774726,0.19265919722494773
3,15,,6.643856189774724,5.228758439731456,0.21299343477981736
3,16,,6.643856189774724,5.203856189774726,0.21674159687806627
3,17,,6.643856189774724,5.308758439731456,0.2009522349532581
3,18,,6.643856189774724,5.173660689688188,0.22128647250812727
3,19,,6.643856189774724,5.268758439731456,0.20697283486653772
3,20,,6.643856189774724,5.1487584397314565,0.22503463460637652
3,21,,6.643856189774724,5.1887584397314575,0.21901403469309677
3,22,,6.643856189774724,5.283856189774725,0.2047003970515071
3,23,,6.643856189774724,5.283856189774724,0.20470039705150722
3,24,,6.643856189774724,5.413660689688188,0.1851628730284497
3,25,,6.643856189774724,5.268758439731457,0.2069728348665376
3,26,,6.643856189774724,5.1487584397314565,0.22503463460637652
3,27,,6.643856189774724,5.203856189774724,0.2167415968780665
3,28,,6.643856189774724,5.133660689688188,0.2273070724214069
3,29,,6.643856189774724,5.293660689688187,0.2032246727682887
3,30,,6.643856189774724,5.253660689688187,0.20924527268156834
3,31,,6.643856189774724,5.283856189774725,0.2047003970515071
3,32,,6.643856189774724,5.268758439731456,0.20697283486653772
3,33,,6.643856189774724,5.268758439731456,0.20697283486653772
3,34,,6.643856189774724,5.0687584397314565,0.23707583443293578
3,35,,6.643856189774724,5.1638561897747275,0.22276219679134568
3,36,,6.643856189774724,5.308758439731454,0.20095223495325842
3,37,,6.643856189774724,5.293660689688187,0.2032246727682887
3,38,,6.643856189774724,5.308758439731456,0.2009522349532581
3,39,,6.643856189774724,5.133660689688187,0.22730707242140713
3,40,,6.643856189774724,5.323856189774726,0.19867979713822737
3,41,,6.643856189774724,5.243856189774725,0.21072099696478674
3,42,,6.643856189774724,5.443856189774727,0.18061799739838835
3,43,,6.643856189774724,5.198562939644917,0.2175383104098786
3,44,,6.643856189774724,5.188758439731456,0.219014034693097
3,45,,6.643856189774724,5.228758439731455,0.21299343477981747
3,46,,6.643856189774724,5.243856189774725,0.21072099696478674
3,47,,6.643856189774724,5.388758439731457,0.1889110351266987
3,48,,6.643856189774724,5.173660689688188,0.22128647250812727
3,49,,6.643856189774724,5.228758439731456,0.21299343477981736
3,50,,6.643856189774724,5.1736606896881865,0.2212864725081276
4,1,,6.643856189774724,5.1087584397314565,0.23105523451965615
4,2,,6.643856189774724,5.243856189774725,0.21072099696478674
4,3,,6.643856189774724,5.148758439731457,0.2250346346063764
4,4,,6.643856189774724,5.173660689688188,0.22128647250812727
4,5,,6.643856189774724,5.203856189774726,0.21674159687806627
4,6,,6.643856189774724,5.133660689688187,0.22730707242140713
4,7,,6.643856189774724,4.9887584397314555,0.24911703425949516
4,8,,6.643856189774724,5.1887584397314575,0.21901403469309677
4,9,,6.643856189774724,5.1087584397314565,0.23105523451965615
4,10,,6.643856189774724,5.268758439731455,0.20697283486653784
4,11,,6.643856189774724,5.333660689688187,0.19720407285500907
4,12,,6.643856189774724,5.1487584397314565,0.22503463460637652
4,13,,6.643856189774724,5.173660689688188,0.22128647250812727
4,14,,6.643856189774724,5.108758439731457,0.23105523451965604
4,15,,6.643856189774724,5.243856189774725,0.21072099696478674
4,16,,6.643856189774724,5.213660689688186,0.21526587259484808
4,17,,6.643856189774724,5.268758439731455,0.20697283486653784
4,18,,6.643856189774724,5.028758439731457,0.2430964343462152
4,19,,6.643856189774724,5.253660689688187,0.20924527268156834
4,20,,6.643856189774724,5.268758439731456,0.20697283486653772
4,21,,6.643856189774724,5.203856189774727,0.21674159687806616
4,22,,6.643856189774724,5.078562939644917,0.2356001101497175
4,23,,6.643856189774724,5.1736606896881865,0.2212864725081276
4,24,,6.643856189774724,5.228758439731456,0.21299343477981736
4,25,,6.643856189774724,5.403856189774727,0.186638597311668
4,26,,6.643856189774724,5.133660689688188,0.2273070724214069
4,27,,6.643856189774724,5.283856189774726,0.204700397051507
4,28,,6.643856189774724,5.1887584397314575,0.21901403469309677
4,29,,6.643856189774724,5.348758439731457,0.19493163503997835
4,30,,6.643856189774724,5.1087584397314565,0.23105523451965615
4,31,,6.643856189774724,5.148758439731456,0.22503463460637663
4,32,,6.643856189774724,5.268758439731456,0.20697283486653772
4,33,,6.643856189774724,5.253660689688187,0.20924527268156834
4,34,,6.643856189774724,5.1887584397314575,0.21901403469309677
4,35,,6.643856189774724,5.2136606896881865,0.21526587259484797
4,36,,6.643856189774724,5.293660689688185,0.20322467276828893
4,37,,6.643856189774724,5.323856189774725,0.19867979713822748
4,38,,6.643856189774724,5.268758439731456,0.20697283486653772
4,39,,6.643856189774724,5.108758439731457,0.23105523451965604
4,40,,6.643856189774724,5.283856189774726,0.204700397051507
4,41,,6.643856189774724,5.268758439731456,0.20697283486653772
4,42,,6.643856189774724,5.243856189774725,0.21072099696478674
4,43,,6.643856189774724,5.118562939644917,0.22957951023643786
4,44,,6.643856189774724,5.1087584397314565,0.23105523451965615
4,45,,6.643856189774724,5.133660689688187,0.22730707242140713
4,46,,6.643856189774724,5.213660689688186,0.21526587259484808
4,47,,6.643856189774724,5.1887584397314575,0.21901403469309677
4,48,,6.643856189774724,5.0687584397314565,0.23707583443293578
4,49,,6.643856189774724,5.243856189774726,0.21072099696478663
4,50,,6.643856189774724,5.243856189774725,0.21072099696478674
5,1,,6.643856189774724,5.158562939644919,0.2235589103231579
5,2,,6.643856189774724,5.1487584397314565,0.22503463460637652
5,3,,6.643856189774724,5.283856189774725,0.2047003970515071
5,4,,6.643856189774724,5.283856189774725,0.2047003970515071
5,5,,6.643856189774724,5.093660689688188,0.23332767233468654
5,6,,6.643856189774724,5.068758439731457,0.23707583443293556
5,7,,6.643856189774724,5.078562939644917,0.2356001101497175
5,8,,6.643856189774724,5.203856189774725,0.21674159687806638
5,9,,6.643856189774724,5.173660689688186,0.22128647250812772
5,10,,6.643856189774724,5.173660689688187,0.2212864725081275
5,11,,6.643856189774724,5.1887584397314575,0.21901403469309677
5,12,,6.643856189774724,5.228758439731456,0.21299343477981736
5,13,,6.643856189774724,5.268758439731456,0.20697283486653772
5,14,,6.643856189774724,5.053660689688187,0.2393482722479664
5,15,,6.643856189774724,5.203856189774726,0.21674159687806627
5,16,,6.643856189774724,5.308758439731455,0.2009522349532582
5,17,,6.643856189774724,5.228758439731456,0.21299343477981736
5,18,,6.643856189774724,5.158562939644918,0.2235589103231581
5,19,,6.643856189774724,4.983465189601648,0.24991374779130726
5,20,,6.643856189774724,5.188758439731457,0.21901403469309688
5,21,,6.643856189774724,5.1736606896881865,0.2212864725081276
5,22,,6.643856189774724,5.0838561897747265,0.23480339661790506
5,23,,6.643856189774724,5.1887584397314575,0.21901403469309677
5,24,,6.643856189774724,5.323856189774725,0.19867979713822748
5,25,,6.643856189774724,5.093660689688187,0.23332767233468676
5,26,,6.643856189774724,4.84637013015618,0.27054861036651845
5,27,,6.643856189774724,4.948758439731456,0.2551376341727747
5,28,,6.643856189774724,5.163856189774727,0.2227621967913458
5,29,,6.643856189774724,5.203856189774725,0.21674159687806638
5,30,,6.643856189774724,5.0687584397314565,0.23707583443293578
5,31,,6.643856189774724,5.363856189774725,0.19265919722494784
5,32,,6.643856189774724,5.523856189774727,0.16857679757182908
5,33,,6.643856189774724,5.093660689688187,0.23332767233468676
5,34,,6.643856189774724,5.108758439731457,0.23105523451965604
5,35,,6.643856189774724,5.388758439731457,0.1889110351266987
5,36,,6.643856189774724,5.148758439731457,0.2250346346063764
5,37,,6.643856189774724,5.163856189774727,0.2227621967913458
5,38,,6.643856189774724,5.1087584397314565,0.23105523451965615
5,39,,6.643856189774724,5.093660689688186,0.23332767233468688
5,40,,6.643856189774724,5.268758439731456,0.20697283486653772
5,41,,6.643856189774724,5.243856189774725,0.21072099696478674
5,42,,6.643856189774724,5.308758439731456,0.2009522349532581
5,43,,6.643856189774724,5.253660689688186,0.20924527268156845
5,44,,6.643856189774724,5.283856189774725,0.2047003970515071
5,45,,6.643856189774724,5.1238561897747275,0.2287827967046252
5,46,,6.643856189774724,5.323856189774725,0.19867979713822748
5,47,,6.643856189774724,5.148758439731456,0.22503463460637663
5,48,,6.643856189774724,5.188758439731457,0.21901403469309688
5,49,,6.643856189774724,5.283856189774725,0.2047003970515071
5,50,,6.643856189774724,5.348758439731456,0.19493163503997846
6,1,,6.643856189774724,5.228758439731456,0.21299343477981736
6,2,,6.643856189774724,5.188758439731457,0.21901403469309688
6,3,,6.643856189774724,5.173660689688187,0.2212864725081275
6,4,,6.643856189774724,5.118562939644919,0.22957951023643752
6,5,,6.643856189774724,5.038562939644918,0.2416207100629969
6,6,,6.643856189774724,5.283856189774726,0.204700397051507
6,7,,6.643856189774724,5.038562939644917,0.24162071006299712
6,8,,6.643856189774724,5.123856189774726,0.22878279670462554
6,9,,6.643856189774724,5.003856189774726,0.24684459644446444
6,10,,6.643856189774724,5.308758439731456,0.2009522349532581
6,11,,6.643856189774724,5.053660689688186,0.2393482722479665
6,12,,6.643856189774724,5.243856189774725,0.21072099696478674
6,13,,6.643856189774724,5.053660689688187,0.2393482722479664
6,14,,6.643856189774724,5.283856189774725,0.2047003970515071
6,15,,6.643856189774724,5.0038561897747265,0.24684459644446433
6,16,,6.643856189774724,5.173660689688187,0.2212864725081275
6,17,,6.643856189774724,5.323856189774725,0.19867979713822748
6,18,,6.643856189774724,5.108758439731456,0.23105523451965626
6,19,,6.643856189774724,5.283856189774725,0.2047003970515071
6,20,,6.643856189774724,5.203856189774726,0.21674159687806627
6,21,,6.643856189774724,5.253660689688187,0.20924527268156834
6,22,,6.643856189774724,5.243856189774725,0.21072099696478674
6,23,,6.643856189774724,4.983465189601648,0.24991374779130726
6,24,,6.643856189774724,5.323856189774726,0.19867979713822737
6,25,,6.643856189774724,5.253660689688187,0.20924527268156834
6,26,,6.643856189774724,5.158562939644918,0.2235589103231581
6,27,,6.643856189774724,5.118562939644918,0.22957951023643763
6,28,,6.643856189774724,5.268758439731456,0.20697283486653772
6,29,,6.643856189774724,5.173660689688187,0.2212864725081275
6,30,,6.643856189774724,5.228758439731456,0.21299343477981736
6,31,,6.643856189774724,5.148758439731456,0.22503463460637663
6,32,,6.643856189774724,5.203856189774727,0.21674159687806616
6,33,,6.643856189774724,5.483856189774726,0.17459739748510883
6,34,,6.643856189774724,5.173660689688188,0.22128647250812727
6,35,,6.643856189774724,5.308758439731456,0.2009522349532581
6,36,,6.643856189774724,5.123856189774726,0.22878279670462554
6,37,,6.643856189774724,5.253660689688187,0.20924527268156834
6,38,,6.643856189774724,5.148758439731457,0.2250346346063764
6,39,,6.643856189774724,5.268758439731455,0.20697283486653784
6,40,,6.643856189774724,5.188758439731456,0.219014034693097
6,41,,6.643856189774724,5.1487584397314565,0.22503463460637652
6,42,,6.643856189774724,5.1487584397314565,0.22503463460637652
6,43,,6.643856189774724,5.198562939644917,0.2175383104098786
6,44,,6.643856189774724,5.173660689688188,0.22128647250812727
6,45,,6.643856189774724,5.323856189774725,0.19867979713822748
6,46,,6.643856189774724,5.243856189774725,0.21072099696478674
6,47,,6.643856189774724,5.188758439731457,0.21901403469309688
6,48,,6.643856189774724,5.228758439731455,0.21299343477981747
6,49,,6.643856189774724,5.228758439731456,0.21299343477981736
6,50,,6.643856189774724,5.308758439731456,0.2009522349532581
7,1,,6.643856189774724,4.876565630242719,0.26600373473645733
7,2,,6.643856189774724,5.228758439731456,0.21299343477981736
7,3,,6.643856189774724,5.308758439731456,0.2009522349532581
7,4,,6.643856189774724,5.118562939644918,0.22957951023643763
7,5,,6.643856189774724,5.1087584397314565,0.23105523451965615
7,6,,6.643856189774724,5.2136606896881865,0.21526587259484797
7,7,,6.643856189774724,5.133660689688187,0.22730707242140713
7,8,,6.643856189774724,5.403856189774725,0.1866385973116682
7,9,,6.643856189774724,5.403856189774725,0.1866385973116682
7,10,,6.643856189774724,5.363856189774726,0.19265919722494773
7,11,,6.643856189774724,5.348758439731456,0.19493163503997846
7,12,,6.643856189774724,5.053660689688187,0.2393482722479664
7,13,,6.643856189774724,4.973660689688187,0.25138947207452556
7,14,,6.643856189774724,4.903465189601648,0.26195494761786653
7,15,,6.643856189774724,5.078562939644919,0.23560011014971716
7,16,,6.643856189774724,5.268758439731456,0.20697283486653772
7,17,,6.643856189774724,5.053660689688187,0.2393482722479664
7,18,,6.643856189774724,5.008367439558379,0.24616558569305824
7,19,,6.643856189774724,5.268758439731456,0.20697283486653772
7,20,,6.643856189774724,5.053660689688187,0.2393482722479664
7,21,,6.643856189774724,5.283856189774725,0.2047003970515071
7,22,,6.643856189774724,5.268758439731455,0.20697283486653784
7,23,,6.643856189774724,5.363856189774726,0.19265919722494773
7,24,,6.643856189774724,5.243856189774725,0.21072099696478674
7,25,,6.643856189774724,5.133660689688188,0.2273070724214069
7,26,,6.643856189774724,4.973660689688186,0.2513894720745258
7,27,,6.643856189774724,5.268758439731456,0.20697283486653772
7,28,,6.643856189774724,5.283856189774725,0.2047003970515071
7,29,,6.643856189774724,5.323856189774724,0.1986797971382276
7,30,,6.643856189774724,5.1487584397314565,0.22503463460637652
7,31,,6.643856189774724,5.268758439731456,0.20697283486653772
7,32,,6.643856189774724,5.228758439731456,0.21299343477981736
7,33,,6.643856189774724,5.308758439731457,0.20095223495325798
7,34,,6.643856189774724,5.163856189774727,0.2227621967913458
7,35,,6.643856189774724,4.918562939644916,0.25968250980283614
7,36,,6.643856189774724,5.253660689688187,0.20924527268156834
7,37,,6.643856189774724,5.028758439731456,0.24309643434621542
7,38,,6.643856189774724,5.158562939644919,0.2235589103231579
7,39,,6.643856189774724,5.173660689688188,0.22128647250812727
7,40,,6.643856189774724,5.038562939644917,0.24162071006299712
7,41,,6.643856189774724,5.1087584397314565,0.23105523451965615
7,42,,6.643856189774724,4.973660689688185,0.2513894720745259
7,43,,6.643856189774724,5.203856189774726,0.21674159687806627
7,44,,6.643856189774724,5.268758439731455,0.20697283486653784
7,45,,6.643856189774724,5.0687584397314565,0.23707583443293578
7,46,,6.643856189774724,5.203856189774726,0.21674159687806627
7,47,,6.643856189774724,5.428758439731457,0.18289043521341908
7,48,,6.643856189774724,5.0936606896881855,0.233327672334687
7,49,,6.643856189774724,5.1887584397314575,0.21901403469309677
7,50,,6.643856189774724,5.203856189774727,0.21674159687806616
8,1,,6.643856189774724,5.123856189774727,0.22878279670462542
8,2,,6.643856189774724,5.093660689688187,0.23332767233468676
8,3,,6.643856189774724,5.1887584397314575,0.21901403469309677
8,4,,6.643856189774724,5.308758439731456,0.2009522349532581
8,5,,6.643856189774724,5.228758439731456,0.21299343477981736
8,6,,6.643856189774724,5.308758439731455,0.2009522349532582
8,7,,6.643856189774724,5.373660689688187,0.19118347294172944
8,8,,6.643856189774724,5.188758439731457,0.21901403469309688
8,9,,6.643856189774724,5.173660689688188,0.22128647250812727
8,10,,6.643856189774724,5.268758439731456,0.20697283486653772
8,11,,6.643856189774724,5.203856189774725,0.21674159687806638
8,12,,6.643856189774724,5.148758439731456,0.22503463460637663
8,13,,6.643856189774724,5.173660689688186,0.22128647250812772
8,14,,6.643856189774724,5.06346518960165,0.23787254796474777
8,15,,6.643856189774724,5.173660689688187,0.2212864725081275
8,16,,6.643856189774724,5.228758439731456,0.21299343477981736
8,17,,6.643856189774724,5.228758439731456,0.21299343477981736
8,18,,6.643856189774724,5.2136606896881865,0.21526587259484797
8,19,,6.643856189774724,5.053660689688186,0.2393482722479665
8,20,,6.643856189774724,5.2136606896881865,0.21526587259484797
8,21,,6.643856189774724,5.268758439731456,0.20697283486653772
8,22,,6.643856189774724,5.268758439731456,0.20697283486653772
8,23,,6.643856189774724,5.283856189774725,0.2047003970515071
8,24,,6.643856189774724,4.983465189601648,0.24991374779130726
8,25,,6.643856189774724,5.203856189774725,0.21674159687806638
8,26,,6.643856189774724,5.228758439731456,0.21299343477981736
8,27,,6.643856189774724,5.133660689688187,0.22730707242140713
8,28,,6.643856189774724,5.283856189774725,0.2047003970515071
8,29,,6.643856189774724,5.2136606896881865,0.21526587259484797
8,30,,6.643856189774724,5.213660689688186,0.21526587259484808
8,31,,6.643856189774724,5.228758439731456,0.21299343477981736
8,32,,6.643856189774724,5.308758439731456,0.2009522349532581
8,33,,6.643856189774724,5.03656563024272,0.24192133508333868
8,34,,6.643856189774724,5.293660689688187,0.2032246727682887
8,35,,6.643856189774724,5.283856189774726,0.204700397051507
8,36,,6.643856189774724,5.1887584397314575,0.21901403469309677
8,37,,6.643856189774724,5.1487584397314565,0.22503463460637652
8,38,,6.643856189774724,5.348758439731457,0.19493163503997835
8,39,,6.643856189774724,5.078562939644918,0.23560011014971727
8,40,,6.643856189774724,5.118562939644917,0.22957951023643786
8,41,,6.643856189774724,5.268758439731456,0.20697283486653772
8,42,,6.643856189774724,5.148758439731455,0.22503463460637674
8,43,,6.643856189774724,5.308758439731456,0.2009522349532581
8,44,,6.643856189774724,5.213660689688186,0.21526587259484808
8,45,,6.643856189774724,5.163856189774726,0.2227621967913459
8,46,,6.643856189774724,5.053660689688187,0.2393482722479664
8,47,,6.643856189774724,5.188758439731455,0.2190140346930971
8,48,,6.643856189774724,5.268758439731456,0.20697283486653772
8,49,,6.643856189774724,4.833269689515109,0.2725204231612075
8,50,,6.643856189774724,5.188758439731456,0.219014034693097
9,1,,6.643856189774724,5.2136606896881865,0.21526587259484797
9,2,,6.643856189774724,5.163856189774726,0.2227621967913459
9,3,,6.643856189774724,5.0536606896881855,0.23934827224796662
9,4,,6.643856189774724,5.253660689688186,0.20924527268156845
9,5,,6.643856189774724,5.213660689688186,0.21526587259484808
9,6,,6.643856189774724,5.403856189774726,0.1866385973116681
9,7,,6.643856189774724,5.238562939644917,0.21151771049659895
9,8,,6.643856189774724,5.1336606896881865,0.22730707242140724
9,9,,6.643856189774724,5.268758439731456,0.20697283486653772
9,10,,6.643856189774724,5.10346518960165,0.23185194805146814
9,11,,6.643856189774724,5.323856189774725,0.19867979713822748
9,12,,6.643856189774724,5.228758439731456,0.21299343477981736
9,13,,6.643856189774724,5.173660689688187,0.2212864725081275
9,14,,6.643856189774724,5.188758439731457,0.21901403469309688
9,15,,6.643856189774724,5.228758439731456,0.21299343477981736
9,16,,6.643856189774724,5.1487584397314565,0.22503463460637652
9,17,,6.643856189774724,5.1487584397314565,0.22503463460637652
9,18,,6.643856189774724,5.108758439731456,0.23105523451965626
9,19,,6.643856189774724,5.283856189774724,0.20470039705150722
9,20,,6.643856189774724,5.188758439731457,0.21901403469309688
9,21,,6.643856189774724,5.188758439731456,0.219014034693097
9,22,,6.643856189774724,5.243856189774725,0.21072099696478674
9,23,,6.643856189774724,5.133660689688187,0.22730707242140713
9,24,,6.643856189774724,5.283856189774725,0.2047003970515071
9,25,,6.643856189774724,5.443856189774727,0.18061799739838835
9,26,,6.643856189774724,5.198562939644917,0.2175383104098786
9,27,,6.643856189774724,5.243856189774725,0.21072099696478674
9,28,,6.643856189774724,5.323856189774725,0.19867979713822748
9,29,,6.643856189774724,5.093660689688187,0.23332767233468676
9,30,,6.643856189774724,5.188758439731457,0.21901403469309688
9,31,,6.643856189774724,5.188758439731457,0.21901403469309688
9,32,,6.643856189774724,5.1087584397314565,0.23105523451965615
9,33,,6.643856189774724,5.363856189774725,0.19265919722494784
9,34,,6.643856189774724,5.133660689688187,0.22730707242140713
9,35,,6.643856189774724,5.308758439731456,0.2009522349532581
9,36,,6.643856189774724,5.158562939644918,0.2235589103231581
9,37,,6.643856189774724,5.2136606896881865,0.21526587259484797
9,38,,6.643856189774724,5.228758439731456,0.21299343477981736
9,39,,6.643856189774724,4.9887584397314555,0.24911703425949516
9,40,,6.643856189774724,5.188758439731456,0.219014034693097
9,41,,6.643856189774724,5.158562939644918,0.2235589103231581
9,42,,6.643856189774724,5.188758439731457,0.21901403469309688
9,43,,6.643856189774724,5.203856189774727,0.21674159687806616
9,44,,6.643856189774724,4.933660689688187,0.2574100719878052
9,45,,6.643856189774724,5.013660689688187,0.24536887216124592
9,46,,6.643856189774724,5.118562939644918,0.22957951023643763
9,47,,6.643856189774724,5.283856189774726,0.204700397051507
9,48,,6.643856189774724,4.988758439731456,0.24911703425949505
9,49,,6.643856189774724,5.0687584397314565,0.23707583443293578
9,50,,6.643856189774724,4.983465189601648,0.24991374779130726
10,1,,6.643856189774724,5.323856189774725,0.19867979713822748
10,2,,6.643856189774724,4.988758439731456,0.24911703425949505
10,3,,6.643856189774724,5.188758439731455,0.2190140346930971
10,4,,6.643856189774724,5.203856189774724,0.2167415968780665
10,5,,6.643856189774724,5.1985629396449164,0.2175383104098787
10,6,,6.643856189774724,5.243856189774725,0.21072099696478674
10,7,,6.643856189774724,5.028758439731457,0.2430964343462152
10,8,,6.643856189774724,5.148758439731457,0.2250346346063764
10,9,,6.643856189774724,5.133660689688188,0.2273070724214069
10,10,,6.643856189774724,5.243856189774725,0.21072099696478674
10,11,,6.643856189774724,5.483856189774726,0.17459739748510883
10,12,,6.643856189774724,5.093660689688186,0.23332767233468688
