Input,ID,Total Funding Accumulated,starFactor,Citation Count
scientistIncentives exploration 1,2,9,-0.5384615384615383,13
scientistIncentives exploration 1,5,5,0.6666666666666665,3
scientistIncentives exploration 1,6,6,-0.5,8
scientistIncentives exploration 1,9,2,-1.4,12
scientistIncentives exploration 1,11,3,12.0,8
scientistIncentives exploration 1,12,6,3.666666666666667,9
scientistIncentives exploration 1,14,4,0.0,7
scientistIncentives exploration 1,18,0,-1.0,3
scientistIncentives exploration 1,19,4,13.0,6
scientistIncentives exploration 1,22,6,-1.0,4
scientistIncentives exploration 1,24,0,1.5,2
scientistIncentives exploration 1,25,7,-0.7142857142857144,7
scientistIncentives exploration 1,26,1,-1.8333333333333333,2
scientistIncentives exploration 1,27,9,8.5,7
scientistIncentives exploration 1,30,7,0.5,6
scientistIncentives exploration 1,33,10,-0.6111111111111112,12
scientistIncentives exploration 1,34,8,-1.1666666666666667,4
scientistIncentives exploration 1,36,4,15.0,5
scientistIncentives exploration 1,38,3,-1.1,12
scientistIncentives exploration 1,39,5,-1.4666666666666666,10
scientistIncentives exploration 1,40,3,-1.75,4
scientistIncentives exploration 1,45,7,-1.25,2
scientistIncentives exploration 1,46,2,-1.0,8
scientistIncentives exploration 1,47,6,7.0,2
scientistIncentives exploration 1,48,4,0.0,2
scientistIncentives exploration 1,49,2,4.5,10
scientistIncentives exploration 1,51,2,-0.3333333333333335,1
scientistIncentives exploration 1,7,27.12131144855436,0.053703163545921306,23
scientistIncentives exploration 1,53,9,1.166666666666667,9
scientistIncentives exploration 1,54,3,-1.5384615384615385,3
scientistIncentives exploration 1,59,5,0.0,3
scientistIncentives exploration 1,60,8,-0.20000000000000018,3
scientistIncentives exploration 1,64,2,-0.875,4
scientistIncentives exploration 1,66,10,-0.8461538461538463,9
scientistIncentives exploration 1,67,0,-0.7142857142857144,6
scientistIncentives exploration 1,70,5,-1.1,13
scientistIncentives exploration 1,72,5,-1.0,15
scientistIncentives exploration 1,74,1,-0.75,3
scientistIncentives exploration 1,75,7,0.3333333333333335,1
scientistIncentives exploration 1,76,9,-0.5833333333333335,5
scientistIncentives exploration 1,77,0,-1.2222222222222223,11
scientistIncentives exploration 1,79,6,-0.5555555555555554,13
scientistIncentives exploration 1,58,26.699422033100387,0.27556363010206963,34
scientistIncentives exploration 1,82,3,-1.6666666666666667,3
scientistIncentives exploration 1,83,3,-0.3333333333333335,7
scientistIncentives exploration 1,86,4,-0.5,8
scientistIncentives exploration 1,87,5,0.7999999999999998,5
scientistIncentives exploration 1,88,8,-1.75,4
scientistIncentives exploration 1,89,4,0.0,2
scientistIncentives exploration 1,15,53.39977629038675,0.796911272816216,30
scientistIncentives exploration 1,84,32.62053908004319,-0.22804180950983266,23
scientistIncentives exploration 1,43,52.49638393043397,1.7914079999562764,33
scientistIncentives exploration 1,95,6,-0.8888888888888888,9
scientistIncentives exploration 1,3,64.46510570116308,1.3604100682439162,27
scientistIncentives exploration 1,99,8,0.7999999999999998,6
scientistIncentives exploration 1,80,23.885869343491244,-0.048343840297842444,30
scientistIncentives exploration 1,100,8,-1.2857142857142858,4
scientistIncentives exploration 1,85,49.92937684427346,1.2551837538771062,28
scientistIncentives exploration 1,42,64.46517848098458,2.146208642870521,31
scientistIncentives exploration 1,0,26.255927234322613,0.39857804815959996,35
scientistIncentives exploration 1,104,1,-1.5,4
scientistIncentives exploration 1,105,1,-0.3999999999999999,5
scientistIncentives exploration 1,62,63.631184527025454,2.1172603921655595,24
scientistIncentives exploration 1,8,54.949888968654086,0.6483525755316442,22
scientistIncentives exploration 1,56,53.74053406299204,1.251424578031422,27
scientistIncentives exploration 1,29,70.36851426061178,1.6866038800832044,27
